Genre,Name,Platform,Publisher,Rating,Year of Release,Critic Count,Critic Score,EU Sales,Global Sales,JP Sales,JP Sales Text,NA Sales,Other Sales,User Count,User Score
Sports,Madden NFL 11,PS3,Electronic Arts,E,2010,36,83,0.15,2.39,0,$0 Million,2.05,0.2,68,6.1
Misc,Monopoly,PC,Hasbro Interactive,,1994,,,0.81,2.39,0,$0 Million,1.49,0.1,,
Sports,NBA 2K17,PS4,Take-Two Interactive,E,2016,47,88,0.37,2.39,0.02,$0 Million,1.57,0.43,174,6.6
Misc,Guitar Hero,PS2,RedOctane,T,2005,65,91,0.61,2.38,0.03,$0 Million,1.67,0.07,173,8.7
Fighting,WCW/nWo Revenge,N64,THQ,,1998,,,0.39,2.38,0.03,$0 Million,1.94,0.02,,
Action,The Legend of Zelda: Majoras Mask 3D,3DS,Nintendo,E10+,2015,82,89,0.57,2.38,0.47,$0 Million,1.16,0.17,483,9
Action,Far Cry: Primal,PS4,Ubisoft,M,2016,91,76,1.32,2.38,0.07,$0 Million,0.63,0.37,648,6.3
Misc,Yu-Gi-Oh! The Duelists of the Roses,PS2,Konami Digital Entertainment,,2001,,,0.91,2.38,0,$0 Million,1.16,0.3,,
Action,Dead Island,X360,Deep Silver,M,2011,75,71,0.69,2.37,0,$0 Million,1.48,0.2,632,6.9
Shooter,Half-Life 2,PC,Vivendi Games,M,2004,81,96,0.02,2.37,0.08,$0 Million,2.28,0,8702,9.2
Action,The Incredibles,PS2,THQ,T,2004,36,62,1.08,2.37,0.04,$0 Million,0.96,0.3,22,7.6
Sports,Zumba Fitness,X360,505 Games,E,2010,10,42,0.45,2.37,0,$0 Million,1.74,0.18,16,5.5
Sports,Madden NFL 08,X360,Electronic Arts,E,2007,46,85,0.01,2.37,0,$0 Million,2.18,0.18,109,6.4
Sports,Tony Hawks Underground 2,PS2,Activision,T,2004,59,83,0.86,2.37,0.01,$0 Million,1.25,0.26,55,8.8
Sports,NBA 2K16,XOne,Take-Two Interactive,E10+,2015,14,86,0.15,2.37,0,$0 Million,1.98,0.25,117,6.2
Sports,Madden NFL 10,PS3,Electronic Arts,E,2009,41,85,0.13,2.37,0,$0 Million,2.03,0.21,58,6.8
Platform,Kirbys Dream Land 2,G,Nintendo,,1995,,,0.14,2.36,1.48,$1 Million,0.69,0.05,,
Racing,Midnight Club: Los Angeles,X360,Take-Two Interactive,T,2008,66,81,0.45,2.36,0.01,$0 Million,1.69,0.21,142,8.5
Platform,Donkey Kong Land II,G,Nintendo,,1996,,,0.48,2.35,0.4,$0 Million,1.39,0.08,,
Role-Playing,Dragon Warrior Monsters,G,Eidos Interactive,,1998,,,0,2.35,2.34,$2 Million,0,0.01,,
Misc,Kinect: Disneyland Adventures,X360,Microsoft Game Studios,E10+,2011,33,73,0.43,2.35,0.02,$0 Million,1.73,0.17,67,2.9
Action,Guild Wars 2,PC,NCSoft,T,2012,69,90,1.09,2.34,0,$0 Million,0.97,0.28,2958,7.9
Fighting,WWE SmackDown vs Raw 2008,PS2,THQ,T,2007,11,71,0,2.34,0.01,$0 Million,0.92,1.41,31,7.2
Action,LEGO Indiana Jones: The Original Adventures,Wii,LucasArts,E10+,2008,22,78,0.61,2.34,0,$0 Million,1.51,0.21,28,6.6
Action,Resident Evil - Code: Veronica X,PS2,Capcom,M,2001,21,84,0.7,2.34,0.34,$0 Million,1.08,0.21,191,8.4
Sports,Kinect Sports: Season Two,X360,Microsoft Game Studios,E,2011,46,66,0.72,2.34,0.02,$0 Million,1.38,0.22,39,6.5
Role-Playing,Paper Mario: Sticker Star,3DS,Nintendo,E,2012,69,75,0.43,2.33,0.64,$1 Million,1.12,0.14,385,5.6
Sports,Madden NFL 17,PS4,Electronic Arts,E,2016,35,82,0.25,2.33,0,$0 Million,1.65,0.43,93,4.6
Sports,My Fitness Coach,Wii,Ubisoft,E,2008,,,0.9,2.32,0,$0 Million,1.18,0.24,16,8.6
Sports,Mario Tennis,N64,Nintendo,,2000,,,0.4,2.32,1.06,$1 Million,0.78,0.07,,
Action,Grand Theft Auto,PS,Take-Two Interactive,,1997,,,1.35,2.32,0.04,$0 Million,0.79,0.14,,
Shooter,James Bond 007: Everything or Nothing,PS2,Electronic Arts,T,2004,42,84,1.06,2.31,0.09,$0 Million,0.85,0.32,51,9.1
Racing,Need For Speed: High Stakes,PS,Electronic Arts,E,1999,14,86,0.64,2.31,0,$0 Million,1.58,0.09,28,8.5
Role-Playing,Chrono Trigger,SNES,SquareSoft,,1995,,,0,2.31,2.02,$2 Million,0.28,0.01,,
Sports,Cool Boarders 3,PS,989 Studios,,1998,,,0.46,2.31,0.1,$0 Million,1.65,0.1,,
Shooter,Tom Clancys The Division,XOne,Ubisoft,M,2016,33,80,0.72,2.3,0,$0 Million,1.37,0.21,621,6.9
Action,Batman: Arkham Origins,PS3,Warner Bros. Interactive Entertainment,T,2013,46,76,0.8,2.3,0.04,$0 Million,1.08,0.38,671,7.7
Puzzle,WarioWare Touched!,DS,Nintendo,,2004,,,0.45,2.3,1.21,$1 Million,0.51,0.13,,
Action,Yokai Watch Busters,3DS,Level 5,,2015,,,0,2.29,2.29,$2 Million,0,0,,
Action,LEGO Star Wars: The Complete Saga,PS3,LucasArts,E10+,2007,18,80,0.91,2.29,0,$0 Million,1.02,0.36,87,6.7
Action,Tomb Raider II,PC,Eidos Interactive,,1997,,,1.25,2.29,0,$0 Million,0.91,0.13,39,8.2
Racing,Need for Speed Underground 2,X,Electronic Arts,E,2004,35,77,0.8,2.28,0,$0 Million,1.38,0.1,27,8.7
Action,LEGO Harry Potter: Years 1-4,DS,Warner Bros. Interactive Entertainment,E10+,2010,7,72,0.99,2.28,0,$0 Million,1.07,0.22,6,7.2
Sports,Pro Evolution Soccer 2010,PS3,Konami Digital Entertainment,E,2009,42,78,1.27,2.28,0.46,$0 Million,0.3,0.26,76,6.7
Shooter,Tom Clancys Rainbow Six: Siege,PS4,Ubisoft,M,2015,40,73,1.21,2.28,0.15,$0 Million,0.58,0.34,490,7.3
Simulation,The Sims 3,X360,Electronic Arts,T,2010,42,76,0.81,2.28,0,$0 Million,1.27,0.2,72,7.2
Platform,Mario Bros.,NES,Nintendo,,1983,,,0.12,2.28,1.63,$2 Million,0.51,0.02,,
Sports,FIFA Soccer 09,PS2,Electronic Arts,E,2008,8,82,0.07,2.28,0.01,$0 Million,0.38,1.82,20,6.9
Role-Playing,Pokemon Ranger: Shadows of Almia,DS,Nintendo,E,2008,24,68,0.54,2.28,0.62,$1 Million,0.94,0.18,27,8.2
Racing,TOCA Touring Car Championship,PS,Codemasters,,1997,,,2,2.28,0.02,$0 Million,0.07,0.18,,
Misc,Sonics Ultimate Genesis Collection,PS3,Sega,E10+,2009,35,80,0.6,2.27,0,$0 Million,1.35,0.31,43,8.6
Action,Dead Island,PS3,Deep Silver,M,2011,41,71,0.73,2.27,0.15,$0 Million,1.08,0.31,409,6.6
Platform,Kirby: Nightmare in Dream Land,GBA,Nintendo,E,2002,24,81,0.1,2.27,0.91,$1 Million,1.22,0.04,55,8.9
Platform,Wario Land 4,GBA,Nintendo,E,2001,17,88,0.73,2.26,0.54,$1 Million,0.9,0.09,42,8.9
Sports,Madden NFL 25,X360,Electronic Arts,E,2013,32,80,0.06,2.26,0,$0 Million,2.01,0.19,136,5.6
Role-Playing,Yokai Watch,3DS,Nintendo,,2013,,,0.58,2.26,1.33,$1 Million,0.28,0.07,,
Shooter,Gears of War 4,XOne,Microsoft Game Studios,M,2016,98,84,0.59,2.26,0,$0 Million,1.45,0.21,848,6.3
Racing,Forza Motorsport 5,XOne,Microsoft Game Studios,E,2013,76,79,0.79,2.25,0.01,$0 Million,1.26,0.2,1096,5.9
Adventure,Onimusha 2: Samurais Destiny,PS2,Capcom,M,2002,31,84,0.44,2.25,1.06,$1 Million,0.62,0.13,52,9
Sports,Madden NFL 12,PS3,Electronic Arts,E,2011,31,79,0.15,2.25,0,$0 Million,1.93,0.17,56,5.5
Sports,Cool Boarders 2,PS,UEP Systems,,1997,,,0.46,2.25,0.2,$0 Million,1.52,0.08,,
Role-Playing,Paper Mario: The Thousand-Year Door,GC,Nintendo,E,2004,55,87,0.25,2.25,0.46,$0 Million,1.48,0.06,311,9.4
Action,LEGO Marvel Super Heroes,X360,Warner Bros. Interactive Entertainment,E10+,2013,37,80,0.81,2.25,0,$0 Million,1.25,0.19,129,7.6
Action,God of War: Ascension,PS3,Sony Computer Entertainment,M,2013,89,80,0.63,2.25,0.04,$0 Million,1.23,0.35,916,7.5
Misc,Guitar Hero III: Legends of Rock,PS3,Activision,T,2007,45,83,0.53,2.24,0.02,$0 Million,1.4,0.3,52,7.8
Platform,Sonic Advance,GBA,Sega,E,2001,22,87,0.71,2.24,0.22,$0 Million,1.19,0.13,48,8.1
Action,Assassins Creed IV: Black Flag,XOne,Ubisoft,M,2013,,,0.55,2.24,0,$0 Million,1.48,0.21,356,7.4
Misc,Super Monkey Ball: Banana Blitz,Wii,Sega,E,2006,53,74,0.91,2.24,0.04,$0 Million,1.05,0.24,72,5.7
Misc,Just Dance Kids,Wii,Ubisoft,E,2010,,,0.54,2.24,0,$0 Million,1.52,0.18,,
Shooter,Call of Duty 3,Wii,Activision,T,2006,42,69,0.84,2.24,0,$0 Million,1.17,0.23,61,6.7
Platform,New Super Luigi U,WiiU,Nintendo,E,2013,59,77,0.62,2.24,0.18,$0 Million,1.25,0.18,288,7.9
Fighting,Dissidia: Final Fantasy,PSP,Square Enix,T,2008,61,79,0.5,2.23,0.91,$1 Million,0.51,0.31,139,8
Platform,Spyro: Season of Ice,GBA,Vivendi Games,E,2001,16,74,0.83,2.23,0,$0 Million,1.29,0.11,13,8
Shooter,Borderlands 2,PS3,Take-Two Interactive,M,2012,25,91,0.72,2.23,0.1,$0 Million,1.05,0.35,859,8.2
Action,Teenage Mutant Ninja Turtles II: The Arcade Game,NES,Konami Digital Entertainment,,1990,,,0.25,2.23,0.21,$0 Million,1.74,0.03,,
Simulation,Dance Dance Revolution X2,PS2,Konami Digital Entertainment,E10+,2009,,,0.85,2.23,0,$0 Million,1.09,0.28,,
Action,Prince of Persia: The Sands of Time,PS2,Ubisoft,T,2003,44,92,1.03,2.22,0,$0 Million,0.88,0.31,206,8.8
Role-Playing,Monster Hunter Tri,Wii,Nintendo,T,2009,70,84,0.4,2.22,1.05,$1 Million,0.65,0.11,220,8.6
Adventure,The Legend of Zelda: Links Awakening DX,G,Nintendo,,1998,,,0.63,2.22,0.45,$0 Million,1,0.13,,
Action,Resident Evil 4,Wii,Capcom,,2007,,,0.56,2.22,0.14,$0 Million,1.32,0.2,,
Action,Star Wars: The Force Unleashed,PS3,LucasArts,T,2008,47,71,0.85,2.21,0,$0 Million,1.01,0.35,235,6.6
Action,Devil May Cry 3: Dantes Awakening Special Edition,PS2,Capcom,,2006,,,0.82,2.21,0.05,$0 Million,1.06,0.28,,
Misc,Guitar Hero II,X360,Activision,T,2007,55,92,0.02,2.2,0,$0 Million,2.01,0.17,220,8.1
Action,Frogger,2600,Parker Bros.,,1981,,,0.12,2.2,0,$0 Million,2.06,0.02,,
Misc,Rock Band 2,X360,Electronic Arts,T,2008,69,92,0.24,2.2,0,$0 Million,1.78,0.18,156,8.3
Racing,Need for Speed: Hot Pursuit,X360,Electronic Arts,E10+,2010,73,88,0.96,2.2,0,$0 Million,1.03,0.21,207,7
Sports,Pro Yakyuu Family Stadium,NES,Namco Bandai Games,,1986,,,0,2.2,2.05,$2 Million,0.15,0,,
Platform,Wario Land 3,G,Nintendo,,2000,,,0.51,2.2,0.34,$0 Million,1.11,0.23,,
Action,LEGO Indiana Jones: The Original Adventures,DS,Activision,E,2008,15,80,0.59,2.2,0,$0 Million,1.4,0.2,16,7.9
Sports,Madden NFL 15,PS4,Electronic Arts,E,2014,37,81,0.25,2.2,0,$0 Million,1.55,0.4,209,6.1
Shooter,BioShock 2,X360,Take-Two Interactive,M,2010,93,88,0.54,2.2,0.02,$0 Million,1.45,0.19,575,8.2
Puzzle,High School Musical: Makin the Cut!,DS,Disney Interactive Studios,,2007,,,0.9,2.2,0,$0 Million,1.06,0.23,,
Role-Playing,Star Wars: Knights of the Old Republic,X,Activision,T,2003,72,94,0.44,2.19,0,$0 Million,1.68,0.08,317,9.2
Platform,Donkey Kong Country,G,Nintendo,,2000,,,0.72,2.19,0.3,$0 Million,1.04,0.13,,
Misc,Kirbys Pinball Land,G,Nintendo,,1992,,,0.17,2.19,1.1,$1 Million,0.87,0.05,,
Action,Pro Evolution Soccer 2012,PS3,Konami Digital Entertainment,E,2011,41,80,0.96,2.19,0.55,$1 Million,0.34,0.33,132,6.6
Action,Saints Row,X360,THQ,M,2006,74,81,0.77,2.18,0.02,$0 Million,1.17,0.22,214,7.5
Sports,FIFA 15,XOne,Electronic Arts,E,2014,33,82,1.42,2.18,0,$0 Million,0.61,0.16,347,5.4
Role-Playing,Yu-Gi-Oh: Duel Monsters 4,G,Konami Digital Entertainment,,2000,,,0,2.18,2.17,$2 Million,0,0.01,,
Racing,ATV Offroad Fury 2,PS2,THQ,E,2002,26,82,0.2,2.18,0,$0 Million,1.92,0.06,28,8.9
Role-Playing,Mario & Luigi: Superstar Saga,GBA,Nintendo,,2003,,,0.17,2.17,0.47,$0 Million,1.48,0.06,,
Racing,DriveClu,PS4,Sony Computer Entertainment,E,2014,85,71,1.47,2.17,0.02,$0 Million,0.36,0.33,1579,6.1
Simulation,Star Wars: Rogue Squadron,N64,Nintendo,,1998,,,0.46,2.17,0.08,$0 Million,1.6,0.03,,
Sports,Tennis,NES,Nintendo,,1984,,,0.11,2.17,1.56,$2 Million,0.48,0.02,,
Role-Playing,Final Fantasy XIII,X360,Square Enix,T,2010,54,82,0.67,2.17,0.01,$0 Million,1.28,0.21,543,6.3
Platform,Skylanders SWAP Force,Wii,Activision,E10+,2013,,,0.76,2.17,0,$0 Million,1.22,0.19,5,6.6
Puzzle,Scribblenauts,DS,Warner Bros. Interactive Entertainment,E10+,2009,72,79,0.3,2.16,0.02,$0 Million,1.67,0.18,110,7.6
Simulation,The Sims: House Party,PC,Electronic Arts,T,2001,17,74,0.83,2.16,0,$0 Million,1.23,0.1,30,7.9
Platform,Sonic Unleashed,Wii,Sega,E10+,2008,30,66,0.67,2.16,0.02,$0 Million,1.26,0.21,137,7.3
Shooter,Syphon Filter 2,PS,Sony Computer Entertainment,,2000,,,0.55,2.15,0.02,$0 Million,1.5,0.08,,
Role-Playing,Pokemon Ranger,DS,Nintendo,E,2006,21,69,0.03,2.15,0.73,$1 Million,1.28,0.12,50,7.6
Sports,Volleyball,NES,Nintendo,,1987,,,0.03,2.15,1.98,$2 Million,0.14,0,,
Action,Hitman: Absolution,PS3,Square Enix,M,2012,30,83,1.05,2.14,0.07,$0 Million,0.59,0.44,512,7.5
Action,Dying Light,PS4,Warner Bros. Interactive Entertainment,M,2015,58,74,0.68,2.14,0.12,$0 Million,1,0.35,1300,7.9
Racing,R.C. Pro-Am,NES,Nintendo,,1988,,,0.38,2.14,0.19,$0 Million,1.47,0.1,,
Misc,Mahjong,NES,Nintendo,,1983,,,0,2.14,2.13,$2 Million,0.01,0,,
Role-Playing,Super Mario RPG: Legend of the Seven Stars,SNES,Nintendo,,1996,,,0,2.14,1.45,$1 Million,0.66,0.03,,
Simulation,SimCity 2000,PC,Maxis,,1992,,,0.84,2.14,0,$0 Million,1.2,0.1,,
Shooter,Demon Attack,2600,Imagic,,1981,,,0.12,2.13,0,$0 Million,1.99,0.02,,
Shooter,Call of Duty: Roads to Victory,PSP,Activision,T,2007,45,64,1.02,2.13,0,$0 Million,0.52,0.59,30,7.5
Sports,Your Shape featuring Jenny McCarthy,Wii,Ubisoft,E,2009,5,62,0.46,2.13,0,$0 Million,1.49,0.18,54,5.2
Simulation,Dance Dance Revolution Extreme,PS2,Konami Digital Entertainment,E,2004,26,77,0.81,2.13,0,$0 Million,1.04,0.27,20,9
Role-Playing,Final Fantasy Tactics Advance,GBA,SquareSoft,E,2003,44,87,0.37,2.13,0.89,$1 Million,0.82,0.05,213,7.8
Racing,Project Gotham Racing,X,Microsoft Game Studios,E,2001,35,85,0.61,2.12,0.05,$0 Million,1.37,0.09,28,8.2
Sports,Golf,G,Nintendo,,1989,,,0.33,2.12,0.92,$1 Million,0.83,0.04,,
Sports,NBA 2K12,PS3,Take-Two Interactive,E,2011,38,90,0.26,2.11,0.05,$0 Million,1.62,0.18,127,6.7
Misc,Minecraft,PSV,Sony Computer Entertainment Europe,,2014,,,0.7,2.11,0.95,$1 Million,0.2,0.26,,
Sports,NBA 2K14,PS3,Take-Two Interactive,E,2013,26,84,0.31,2.11,0.04,$0 Million,1.44,0.32,145,4.9
Shooter,Battlefield: Hardline,PS4,Electronic Arts,M,2015,46,73,0.94,2.11,0.14,$0 Million,0.71,0.32,850,5
Sports,Tony Hawks Pro Skater,N64,Activision,,2000,,,0.4,2.11,0,$0 Million,1.68,0.03,,
Racing,Need for Speed: Hot Pursuit 2,PS2,Electronic Arts,E,2002,31,89,0.31,2.11,0.02,$0 Million,1.68,0.09,93,8.5
Sports,PES 2009: Pro Evolution Soccer,PS3,Konami Digital Entertainment,,2008,,,1.33,2.11,0.4,$0 Million,0.11,0.26,,
Action,Dynasty Warriors 4,PS2,Tecmo Koei,T,2003,24,78,0.21,2.11,1.13,$1 Million,0.63,0.13,201,9.3
Fighting,Mortal Kombat,X360,Warner Bros. Interactive Entertainment,M,2011,66,86,0.31,2.11,0,$0 Million,1.64,0.16,384,8.3
Role-Playing,Mario & Luigi: Dream Team,3DS,Nintendo,,2013,,,0.61,2.1,0.47,$0 Million,0.89,0.14,,
Role-Playing,Parasite Eve,PS,SquareSoft,M,1998,17,81,0.07,2.1,1.05,$1 Million,0.94,0.04,89,8.9
Puzzle,Tetris DS,DS,Nintendo,E,2006,56,84,0.05,2.1,1.35,$1 Million,0.63,0.08,44,8.7
Action,NBA 2K11,X360,Take-Two Interactive,E,2010,50,89,0.12,2.1,0.01,$0 Million,1.85,0.13,100,8.1
Shooter,Borderlands,PS3,Take-Two Interactive,M,2009,58,83,0.6,2.1,0,$0 Million,1.21,0.29,429,7.9
Action,Project Gotham Racing (JP weekly sales),X,Microsoft Game Studios,,2002,,,0.44,2.1,0.04,$0 Million,1.54,0.07,,
Platform,Scooby-Doo! Night of 100 Frights,PS2,THQ,,2002,,,0.72,2.1,0,$0 Million,1.17,0.22,,
Action,Devil May Cry 3: Dantes Awakening,PS2,Capcom,M,2005,60,84,0.63,2.09,0.29,$0 Million,0.99,0.19,213,9
Sports,Derby Stallion,PS,ASCII Entertainment,,1997,,,0,2.09,1.96,$2 Million,0,0.14,,
Action,Finding Nemo,PS2,THQ,,2003,,,0.6,2.09,0.05,$0 Million,1.26,0.18,,
Action,Dead Rising,X360,Capcom,M,2006,82,85,0.64,2.08,0.08,$0 Million,1.16,0.2,521,7.6
Role-Playing,World of Warcraft: Cataclysm,PC,Activision,T,2010,53,90,0.32,2.08,0,$0 Million,1.77,0,956,5.5
Puzzle,Tetris Worlds,PS2,THQ,E,2002,7,44,0.71,2.08,0,$0 Million,1.11,0.27,11,6.2
Role-Playing,Final Fantasy III,DS,Square Enix,E10+,2006,45,77,0.04,2.08,1.07,$1 Million,0.89,0.09,137,7.1
Strategy,Sim Theme Park,PC,Electronic Arts,E,1998,,,0.04,2.08,0,$0 Million,2.04,0,15,8
Sports,Madden NFL 15,X360,Electronic Arts,E,2014,,,0.06,2.08,0,$0 Million,1.8,0.22,29,5.5
Misc,Mario Party 5,GC,Nintendo,E,2003,33,69,0.33,2.08,0.73,$1 Million,0.97,0.06,59,8.2
Misc,Rock Band,Wii,MTV Games,T,2008,21,80,0.56,2.08,0,$0 Million,1.33,0.2,37,6.3
Strategy,Warcraft: Orcs & Humans,PC,Activision,,1994,,,1.08,2.08,0,$0 Million,0.89,0.11,,
Shooter,Portal 2,X360,Valve Software,E10+,2011,66,95,0.49,2.08,0.01,$0 Million,1.41,0.17,1000,8.5
Sports,Mario Sports Mix,Wii,Nintendo,E,2010,54,64,0.44,2.08,0.63,$1 Million,0.88,0.12,34,7.1
Racing,Need for Speed: Most Wanted 5-1-0,PSP,Electronic Arts,E10+,2005,21,72,0.12,2.07,0.02,$0 Million,1.77,0.17,54,7.8
Shooter,Spec Ops: Airborne Commando,PS,Take-Two Interactive,,2002,,,0.46,2.07,0,$0 Million,1.54,0.08,,
Simulation,The Sims 2: Pets,DS,Electronic Arts,E,2006,5,49,0.93,2.07,0,$0 Million,0.92,0.22,25,5
Simulation,Dance Dance Revolution: Hottest Party,Wii,Konami Digital Entertainment,E10+,2007,16,73,0.52,2.07,0,$0 Million,1.35,0.19,27,7.1
Action,Mafia III,PS4,Take-Two Interactive,M,2016,66,68,1.24,2.07,0.03,$0 Million,0.48,0.32,1194,5.1
Strategy,Yu-Gi-Oh! The Eternal Duelist Soul,GBA,Konami Digital Entertainment,,2001,,,0.36,2.07,0,$0 Million,1.64,0.07,,
Fighting,UFC 2009 Undisputed,X360,THQ,T,2009,68,83,0.39,2.06,0,$0 Million,1.48,0.19,51,7.9
Action,Metal Gear Solid: Peace Walker,PSP,Konami Digital Entertainment,T,2010,66,89,0.41,2.06,0.96,$1 Million,0.46,0.24,445,8.9
Platform,Kirbys Epic Yarn,Wii,Nintendo,E,2010,70,86,0.09,2.06,0.45,$0 Million,1.42,0.1,206,8.6
Misc,Wipeout: The Game,Wii,Mindscape,E10+,2009,,,0,2.06,0,$0 Million,1.94,0.12,18,5.3
Role-Playing,Pokemon Mystery Dungeon: Red/Blue Rescue Team,GBA,Nintendo,,2005,,,0.52,2.06,0.74,$1 Million,0.71,0.08,,
Action,The Incredibles,GBA,THQ,E,2004,13,55,0.77,2.06,0.04,$0 Million,1.15,0.1,,
Action,Ghostbusters: The Video Game (DS Version),PS3,Take-Two Interactive,,2010,,,0.96,2.06,0.13,$0 Million,0.6,0.36,,
Role-Playing,Kingdom Hearts: Birth by Sleep,PSP,Square Enix,E10+,2010,62,82,0.41,2.06,0.75,$1 Million,0.63,0.26,210,8.5
Racing,R4: Ridge Racer Type 4,PS,Namco Bandai Games,,1998,18,88,0.46,2.06,0.79,$1 Million,0.68,0.13,21,9.2
Action,Tom Clancys Splinter Cell: Conviction,X360,Ubisoft,M,2010,90,85,0.62,2.06,0.04,$0 Million,1.2,0.19,589,7.7
Fighting,SoulCalibur II,PS2,Namco Bandai Games,T,2003,41,92,0.62,2.06,0.13,$0 Million,1.06,0.25,120,8.8
Racing,Need for Speed: ProStreet,X360,Electronic Arts,E10+,2007,42,72,0.79,2.05,0.01,$0 Million,1.04,0.21,78,7.1
Misc,Sonic Mega Collection,GC,Infogrames,E,2002,26,75,0.48,2.05,0.05,$0 Million,1.47,0.06,41,8.8
Racing,Need For Speed: Undercover,PS3,Electronic Arts,T,2008,40,59,1,2.05,0.05,$0 Million,0.63,0.38,72,5.9
Action,Toy Story 3: The Video Game,DS,Disney Interactive Studios,,2010,,,0.94,2.05,0.02,$0 Million,0.89,0.21,,
Sports,NBA Jam,GEN,Arena Entertainment,,1992,,,0.25,2.05,0,$0 Million,1.75,0.05,,
Shooter,Call of Duty 2,X360,Activision,T,2005,65,89,0.04,2.05,0.01,$0 Million,1.84,0.16,310,8.1
Misc,Mario Party: Island Tour,3DS,Nintendo,E,2013,47,57,0.73,2.05,0.55,$1 Million,0.64,0.12,118,6.2
Shooter,SOCOM: U.S. Navy SEALs: Combined Assault,PS2,Sony Computer Entertainment,T,2006,38,72,0.02,2.04,0,$0 Million,1.74,0.28,34,9
Action,Peter Jacksons King Kong: The Official Game of the Movie,PS2,Ubisoft,T,2005,41,82,1.02,2.04,0,$0 Million,0.71,0.31,69,8.2
Action,Watch Dogs 2,PS4,Ubisoft,M,2016,94,82,1.1,2.04,0.07,$0 Million,0.56,0.31,723,7.9
Racing,Need for Speed: ProStreet,PS3,Electronic Arts,E10+,2007,26,73,0.91,2.04,0.04,$0 Million,0.73,0.36,43,6
Platform,Donkey Kong Country,GBA,Nintendo,E,2003,26,78,0.48,2.04,0.29,$0 Million,1.2,0.07,53,8.9
Misc,Dance Central 2,X360,Microsoft Game Studios,T,2011,56,86,0.41,2.04,0.01,$0 Million,1.45,0.16,63,8.2
Racing,PGR4 - Project Gotham Racing 4,X360,Microsoft Game Studios,,2007,,,1.28,2.04,0.02,$0 Million,0.48,0.25,,
Shooter,Battlefield 4,XOne,Electronic Arts,M,2013,5,81,0.58,2.03,0,$0 Million,1.27,0.19,482,6.6
Misc,Carnival Games,DS,Take-Two Interactive,E,2008,11,48,0.63,2.03,0,$0 Million,1.22,0.19,4,3.3
Sports,1080\xc2\xb0: TenEighty Snowboarding,N64,Nintendo,,1998,,,0.61,2.03,0.13,$0 Million,1.25,0.05,,
Role-Playing,Fire Emblem: Awakening,3DS,Nintendo,T,2012,72,92,0.45,2.03,0.54,$1 Million,0.9,0.13,1139,9.1
Sports,NBA Live 2004,PS2,Electronic Arts,E,2003,19,86,0.18,2.03,0,$0 Million,1.57,0.27,41,7.7
Misc,Rayman Raving Rabbids: TV Party,Wii,Ubisoft,E10+,2008,24,73,1.08,2.03,0,$0 Million,0.72,0.23,29,7.7
Role-Playing,Pok\xc3\xa9mon Mystery Dungeon: Blue Rescue Team,DS,Nintendo,E,2005,34,62,0.04,2.02,0.83,$1 Million,1.15,0,99,8.1
Misc,Just Dance 2015,Wii,Ubisoft,E10+,2014,,,0.85,2.02,0,$0 Million,1,0.17,5,8.4
Role-Playing,Dark Souls,PS3,Namco Bandai Games,M,2011,54,89,0.51,2.02,0.54,$1 Million,0.75,0.22,1410,8.7
Misc,Just Dance 3,X360,Ubisoft,E10+,2011,34,70,0.39,2.02,0,$0 Million,1.47,0.16,17,7.7
Role-Playing,Dragon Age: Inquisition,PS4,Electronic Arts,M,2014,43,89,0.88,2.01,0.08,$0 Million,0.73,0.32,2005,7.4
Action,Need for Speed: The Run,PS3,Electronic Arts,T,2011,48,64,1.04,2.01,0.03,$0 Million,0.58,0.36,183,6.4
Fighting,Mortal Kombat vs. DC Universe,PS3,Midway Games,T,2008,44,76,0.28,2.01,0,$0 Million,1.49,0.23,108,7
Fighting,Super Street Fighter II,SNES,Nintendo,,1993,,,0.16,2,1.29,$1 Million,0.52,0.03,,
Action,Dead Space,PS3,Electronic Arts,M,2008,67,88,0.66,2,0,$0 Million,1.05,0.29,553,8.8
Puzzle,TouchMaster,DS,Midway Games,E10+,2007,19,71,1.27,2,0,$0 Million,0.48,0.24,9,5.7
Sports,Skate 3,PS3,Electronic Arts,T,2010,46,80,0.89,1.99,0,$0 Million,0.79,0.32,82,7.6
Action,Tenchu: Stealth Assassins,PS,Activision,M,1997,14,87,0.64,1.99,0.27,$0 Million,0.95,0.13,46,8.8
Sports,Tennis,G,Nintendo,,1989,,,0.3,1.99,0.9,$1 Million,0.75,0.04,,
Action,Harry Potter and the Chamber of Secrets,GBA,Electronic Arts,E,2002,11,76,0.64,1.99,0.05,$0 Million,1.21,0.09,15,7.9
Role-Playing,Kingdom Hearts 358/2 Days,DS,Square Enix,E10+,2009,53,75,0.26,1.98,0.53,$1 Million,1.06,0.13,164,7.8
Racing,Need for Speed Rivals,PS4,Electronic Arts,E10+,2013,53,80,0.92,1.98,0.03,$0 Million,0.73,0.3,675,6.2
Simulation,SimCity,SNES,Nintendo,,1991,,,0.27,1.98,0.75,$1 Million,0.93,0.04,,
Action,Harry Potter and the Chamber of Secrets,PS,Electronic Arts,E,2002,,,1.09,1.98,0.02,$0 Million,0.75,0.12,34,8.5
Platform,Spyro: Enter the Dragonfly,PS2,Universal Interactive,E,2002,20,56,0.95,1.97,0,$0 Million,0.74,0.28,95,4.1
